latitude,longitude,moisture,elevation_m,yield_t_ha
-30.266998,149.883541,5,261.24408,0.61530141
-30.267,149.883564,5,261.2136,0.62621714
-30.267003,149.883587,5,261.27456,0.63185873
-30.267006,149.88361,5,261.27456,0.63750033
-30.267008,149.883632,5,261.30504,0.63750033
-30.267011,149.883655,5,261.30504,0.63938086
-30.267014,149.883677,5,261.33552,0.64126139
-30.267017,149.8837,5,261.366,0.64690299
-30.26702,149.883722,5,261.366,0.64690299
-30.267023,149.883745,5,261.39648,0.64690299
-30.267026,149.883767,5,261.39648,0.64314192
-30.267029,149.88379,5,261.39648,0.64502246
-30.267033,149.883812,5,261.42696,0.65261096
-30.267036,149.883834,5,261.45744,0.65261096
-30.267039,149.883857,5,261.48792,0.64502246
-30.267042,149.88388,5,261.48792,0.64314192
-30.267045,149.883902,5,261.48792,0.64880564
-30.267048,149.883924,5,261.5184,0.6507083
-30.267051,149.883947,5,261.54888,0.64126139
-30.267054,149.883969,5,261.54888,0.64880564
-30.267057,149.883993,5,261.57936,0.63036286
-30.267059,149.884015,5,261.57936,0.64318516
-30.267062,149.884038,5,261.60984,0.67163751
-30.267065,149.884061,5,261.64032,0.66344312
-30.267068,149.884084,5,261.64032,0.68965807
-30.267071,149.884106,5,261.6708,0.71648267
-30.267074,149.884129,5,261.70128,0.73340746
-30.267077,149.884152,9.5,261.70128,0.72016455
-30.26708,149.884174,9.5,261.76224,0.73987055
-30.267083,149.884197,9.5,261.73176,0.75792923
-30.267087,149.88422,9.5,261.76224,0.79719708
-30.267091,149.884242,9.5,261.79272,0.8699039
-30.267094,149.884265,9.5,261.8232,0.82918158
-30.267097,149.884288,9.5,261.8232,0.86949358
-30.2671,149.884311,9.5,261.85368,0.8939356
-30.267103,149.884333,9.5,261.88416,0.90647578
-30.267105,149.884356,9.5,261.88416,0.90313997
-30.267108,149.884379,9.5,261.91464,0.90845256
-30.26711,149.884402,9.5,261.91464,0.90845256
-30.267113,149.884425,9.5,261.91464,0.90136911
-30.267115,149.884448,9.5,261.94512,0.90826724
-30.267118,149.884471,9.5,261.94512,0.89782738
-30.267119,149.884494,9.5,261.9756,0.91722451
-30.267121,149.884517,9.5,261.9756,0.92797323
-30.267124,149.88454,9.5,262.00608,0.92970291
-30.267126,149.884563,9.5,262.03656,0.9366455
-30.267128,149.884586,9.5,262.03656,0.94890067
-30.267131,149.88461,9.5,262.06704,0.95415289
-30.267133,149.884633,9.5,262.06704,0.95765437
-30.267136,149.884656,9.5,262.06704,0.95980758
-30.267139,149.88468,9.5,262.06704,0.91754299
-30.267141,149.884703,9.5,262.09752,0.92964254
-30.267143,149.884726,9.5,262.09752,0.9278918
-30.267145,149.88475,9.5,262.09752,0.9278918
-30.267147,149.884771,9.5,262.128,1.03416167
-30.267149,149.884792,9.5,262.128,1.09228173
-30.267151,149.884816,9.5,262.15848,0.96960507
-30.267153,149.884837,9.5,262.15848,1.20684292
-30.267155,149.884853,9.5,262.18896,1.60774338
-30.267157,149.884878,9.5,262.21944,1.10440318
-30.267159,149.884898,9.5,262.24992,1.40238703
-30.267161,149.884919,9.5,262.24992,1.44189089
-30.267162,149.88494,9.5,262.2804,1.48262604
-30.267163,149.884956,9.5,262.31088,1.83884097
-30.267165,149.884981,9.5,262.31088,1.19646265
-30.267168,149.885004,9.5,262.34136,1.28327127
-30.26717,149.885026,9.5,262.37184,1.21639734
-30.267171,149.88505,9.4,262.40232,1.148787
-30.267173,149.885073,9.4,262.40232,1.0938296
-30.267174,149.885096,9.4,262.4328,1.04241783
-30.267176,149.885119,9.4,262.4328,1.01405272
-30.267178,149.885141,9.4,262.46328,1.01508343
-30.267179,149.885164,9.4,262.49376,1.0079097
-30.267181,149.885187,9.4,262.52424,1.01795292
-30.267182,149.88521,9.4,262.5852,1.00873426
-30.267183,149.885233,9.4,262.61568,1.0455718
-30.267184,149.885256,9.4,262.61568,1.07078294
-30.267185,149.885279,9.4,262.64616,1.13524348
-30.267185,149.885302,9.4,262.67664,1.20698083
-30.267185,149.885325,9.4,262.67664,1.26579308
-30.267185,149.885348,9.4,262.67664,1.34202432
-30.267185,149.885371,9.4,262.67664,1.44909437
-30.267185,149.885394,9.4,262.67664,1.53876605
-30.267184,149.885416,9.4,262.70712,1.67614738
-30.267183,149.885435,9.4,262.70712,2.06895627
-30.267183,149.885453,9.4,262.70712,2.22375062
-30.267181,149.88547,9.4,262.7376,2.33013933
-30.26718,149.885487,9.4,262.7376,2.33251218
-30.267179,149.885505,9.4,262.76808,2.30878367
-30.267179,149.885523,9.4,262.76808,2.13694114
-30.267178,149.885542,9.4,262.76808,2.06014282
-30.267177,149.88556,9.4,262.76808,2.01166887
-30.267176,149.885579,9.4,262.76808,1.96319492
-30.267174,149.885598,9.4,262.79856,1.86367644
-30.267172,149.885617,9.4,262.82904,1.79166476
-30.267169,149.885637,9.4,262.82904,1.7236836
-30.267167,149.885657,9.4,262.82904,1.64585291
-30.267164,149.885678,9.4,262.79856,1.53464115
-30.267161,149.885699,9.4,262.82904,1.50957792
-30.267157,149.885719,9.4,262.85952,1.49940132
-30.267153,149.88574,9.4,262.89,1.45559556
-30.267149,149.885761,9.4,262.89,1.45840206
-30.267145,149.885781,9.4,262.92048,1.44473564
-30.26714,149.885802,9.4,262.95096,1.41896468
-30.267136,149.885822,9.4,262.98144,1.43302157
-30.26713,149.885842,9.4,263.01192,1.42521219
-30.267124,149.885863,9.4,263.01192,1.37669279
-30.267117,149.885882,8.8,263.0424,1.40320628
-30.267111,149.885902,8.8,263.07288,1.37962298
-30.267104,149.885921,8.8,263.10336,1.35210913
-30.267098,149.885942,8.8,263.10336,1.28805573
-30.267091,149.885962,8.8,263.13384,1.25738774
-30.267084,149.885982,8.8,263.16432,1.24787587
-30.267077,149.886002,8.8,263.13384,1.18714587
-30.267071,149.886022,8.8,263.16432,1.18771389
-30.267062,149.886047,8.8,263.1948,0.91479693
-30.267056,149.886063,8.8,263.22528,1.42358467
-30.267049,149.886083,8.8,263.25576,1.12655789
-30.267041,149.886103,8.8,263.28624,1.13413139
-30.267033,149.886123,8.8,263.3472,1.13356109
-30.267025,149.886143,8.8,263.37768,1.1701055
-30.267018,149.886163,8.8,263.37768,1.17658404
-30.267009,149.886188,8.8,263.40816,0.99149092
-30.267001,149.886208,8.8,263.43864,1.24579486
-30.266994,149.886228,8.8,263.40816,1.33908919
-30.266987,149.886246,8.8,263.46912,1.52669105
-30.266981,149.886264,8.8,263.4996,1.50640977
-30.266974,149.886283,8.8,263.53008,1.4497348
-30.266967,149.886302,8.8,263.4996,1.41522469
-30.26696,149.886321,8.8,263.53008,1.38924517
-30.266954,149.88634,8.8,263.56056,1.32069026
-30.266947,149.886361,8.8,263.56056,1.10485013
-30.266939,149.886383,8.8,263.56056,0.9768962
-30.26693,149.886407,8.8,263.56056,0.80029236
-30.266922,149.886431,8.8,263.56056,0.69231822
-30.266913,149.886458,8.8,263.53008,0.53129134
-30.266904,149.886484,8.8,263.56056,0.46133425
-30.266891,149.886508,8.8,263.56056,0.37769182
-30.267004,149.88655,8.8,263.46912,0.2907983
-30.267009,149.886532,8.8,263.46912,0.28073817
-30.267016,149.886514,8.8,263.46912,0.31476704
-30.267022,149.886495,8.8,263.43864,0.35092272
-30.267027,149.886477,8.8,263.43864,0.40107985
-30.267032,149.886459,8.8,263.46912,0.4423753
-30.267038,149.88644,8.8,263.46912,0.4981153
-30.267043,149.886422,8.8,263.40816,0.52373266
-30.267049,149.886404,8.8,263.43864,0.586998
-30.267055,149.886385,8.8,263.43864,0.63166089
-30.267061,149.886367,8.8,263.40816,0.68057739
-30.267067,149.886348,8.8,263.40816,0.69865523
-30.267075,149.886328,8.8,263.37768,0.68350823
-30.267082,149.886307,8.8,263.37768,0.67879681
-30.267089,149.886286,8.8,263.3472,0.70046054
-30.267097,149.886264,8.8,263.3472,0.70668575
-30.267104,149.886243,8.8,263.31672,0.72573489
-30.267112,149.886222,8.8,263.31672,0.73656675
-30.26712,149.886201,8.8,263.28624,0.74559331
-30.267128,149.88618,8.8,263.25576,0.75619154
-30.267135,149.886159,9.2,263.25576,0.73693098
-30.267143,149.886138,9.2,263.22528,0.74159564
-30.267151,149.886117,9.2,263.16432,0.68430171
-30.267159,149.886095,9.2,263.13384,0.69559095
-30.267168,149.88607,9.2,263.10336,0.56877879
-30.267174,149.886053,9.2,263.10336,0.833365
-30.267182,149.886032,9.2,263.07288,0.65425092
-30.267191,149.886007,9.2,263.0424,0.53949974
-30.267197,149.88599,9.2,263.01192,0.75763897
-30.267204,149.885968,9.2,263.01192,0.61291089
-30.267212,149.885942,9.2,262.95096,0.50274643
-30.267219,149.885921,9.2,262.95096,0.58809861
-30.267225,149.885899,9.2,262.92048,0.58235521
-30.267231,149.885878,9.2,262.89,0.58011376
-30.267237,149.885856,9.2,262.89,0.55858061
-30.267242,149.885834,9.2,262.85952,0.59595476
-30.267248,149.885812,9.2,262.85952,0.58276841
-30.267253,149.885791,9.2,262.82904,0.62382363
-30.267259,149.885768,9.2,262.85952,0.62532924
-30.267263,149.885746,9.2,262.82904,0.67761702
-30.267268,149.885721,9.2,262.82904,0.65776922
-30.267272,149.885697,9.2,262.82904,0.72531706
-30.267276,149.885673,9.2,262.79856,0.77797474
-30.267278,149.885649,9.2,262.76808,0.82496415
-30.267281,149.885625,9.2,262.7376,0.88208997
-30.267284,149.885601,9.2,262.7376,0.96566434
-30.267286,149.885578,9.2,262.76808,1.03636025
-30.267288,149.885553,9.2,262.7376,1.01857295
-30.267289,149.885529,9.2,262.70712,1.12449624
-30.26729,149.885504,9.2,262.70712,1.18224982
-30.267291,149.88548,9.2,262.67664,1.21980442
-30.267292,149.885456,9.2,262.67664,1.28077064
-30.267292,149.885432,9.2,262.67664,1.34776174
-30.267293,149.885408,9.2,262.67664,1.33741642
-30.267293,149.885384,9.2,262.64616,1.39461692
-30.267293,149.885359,9.2,262.67664,1.38110087
-30.267293,149.885335,9.2,262.64616,1.40307234
-30.267293,149.885311,9.2,262.67664,1.43807567
-30.267292,149.885286,9.2,262.64616,1.38785769
-30.267291,149.885262,9.2,262.64616,1.43364777
-30.267291,149.885238,9.1,262.64616,1.4420287
-30.26729,149.885214,9.1,262.61568,1.45053123
-30.26729,149.885189,9.1,262.61568,1.46413527
-30.267289,149.885165,9.1,262.5852,1.4609354
-30.267287,149.88514,9.1,262.52424,1.5054095
-30.267286,149.885116,9.1,262.46328,1.54746004
-30.267285,149.885092,9.1,262.49376,1.56809284
-30.267283,149.885068,9.1,262.49376,1.53895752
-30.26728,149.885044,9.1,262.46328,1.50664791
-30.267278,149.88502,9.1,262.46328,1.46753628
-30.267276,149.884996,9.1,262.40232,1.41992213
-30.267274,149.884971,9.1,262.40232,1.34561743
-30.267271,149.884947,9.1,262.40232,1.28218118
-30.267269,149.884923,9.1,262.34136,1.17473849
-30.267267,149.884899,9.1,262.34136,1.12913568
-30.267265,149.884875,9.1,262.34136,1.07982102
-30.267263,149.88485,9.1,262.37184,1.04751141
-30.26726,149.884827,9.1,262.34136,1.05714124
-30.267258,149.884804,9.1,262.31088,1.07442964
-30.267255,149.884778,9.1,262.31088,0.99228881
-30.267253,149.884754,9.1,262.31088,1.09002405
-30.26725,149.884731,9.1,262.31088,1.15798695
-30.267249,149.884706,9.1,262.2804,1.14907139
-30.267247,149.884682,9.1,262.2804,1.24484564
-30.267245,149.884658,9.1,262.24992,1.26687663
-30.267243,149.884634,9.1,262.24992,1.28388168
-30.26724,149.884606,9.1,262.24992,1.11269746
-30.267239,149.884581,9.1,262.24992,1.22809063
-30.267237,149.884557,9.1,262.24992,1.23456702
-30.267234,149.884533,9.1,262.21944,1.18525236
-30.267232,149.884509,9.1,262.21944,1.12403416
-30.267229,149.884485,9.1,262.18896,1.03948946
-30.267227,149.884461,9.1,262.128,0.97779069
-30.267225,149.884441,9.1,262.09752,1.04139879
-30.267221,149.884412,9.1,262.03656,0.66441404
-30.267218,149.884388,9.1,262.03656,0.73878738
-30.267215,149.884364,9.1,261.9756,0.71990532
-30.267212,149.88434,9.1,261.94512,0.71251182
-30.267209,149.884316,9.1,261.94512,0.70741031
-30.267206,149.884292,9.1,261.88416,0.70400929
-30.267203,149.884268,9.2,261.91464,0.71620105
-30.2672,149.884244,9.2,261.85368,0.70903232
-30.267197,149.88422,9.2,261.85368,0.73550887
-30.267194,149.884196,9.2,261.8232,0.74767626
-30.267191,149.884172,9.2,261.73176,0.76447798
-30.267188,149.884148,9.2,261.73176,0.77455901
-30.267186,149.884123,9.2,261.70128,0.78986518
-30.267182,149.8841,9.2,261.6708,0.79520644
-30.267179,149.884076,9.2,261.64032,0.78476928
-30.267175,149.884052,9.2,261.57936,0.76447798
-30.267172,149.884028,9.2,261.57936,0.75759112
-30.267168,149.884004,9.2,261.54888,0.7321116
-30.267164,149.88398,9.2,261.54888,0.69644027
-30.267161,149.883956,9.2,261.5184,0.66076894
-30.267157,149.883932,9.2,261.48792,0.62166341
-30.267154,149.883908,9.2,261.48792,0.59622081
-30.267151,149.883885,9.2,261.45744,0.57021283
-30.267147,149.88386,9.2,261.42696,0.52925398
-30.267144,149.883838,9.2,261.45744,0.53124315
-30.267141,149.883813,9.2,261.42696,0.46535441
-30.267138,149.883789,9.2,261.42696,0.47052184
-30.267135,149.883764,9.2,261.366,0.45532644
-30.267132,149.883741,9.2,261.39648,0.45685727
-30.267129,149.883716,9.2,261.33552,0.4402049
-30.267125,149.883692,9.2,261.33552,0.44164505
-30.267122,149.883668,9.2,261.33552,0.43348422
-30.267119,149.883644,9.2,261.30504,0.43654914
-30.267115,149.88362,9.2,261.30504,0.43315187
-30.267112,149.883596,9.2,261.27456,0.4284437
-30.267109,149.883573,9.2,261.27456,0.44967496
-30.267106,149.883549,9.2,261.27456,0.4321473
-30.267103,149.883524,9.2,261.24408,0.44356524
-30.267101,149.883501,9.2,261.24408,0.46546411
-30.267098,149.883476,9.2,261.24408,0.45375467
-30.267095,149.883452,9.2,261.2136,0.47044799
-30.267092,149.883428,9.2,261.18312,0.4872497
-30.267089,149.883404,9.2,261.15264,0.50573158
-30.267086,149.88338,9.2,261.18312,0.53242764
-30.267083,149.883356,9.2,261.18312,0.53167269
-30.26708,149.883332,3.4,261.18312,0.57191899
-30.267076,149.883308,3.4,261.15264,0.56127346
-30.267072,149.883285,3.4,261.15264,0.57647699
-30.267069,149.883261,3.4,261.15264,0.59093409
-30.267064,149.883237,3.4,261.15264,0.61081261
-30.267061,149.883213,3.4,261.18312,0.63069113
-30.267057,149.883189,3.4,261.15264,0.63992325
-30.267054,149.883165,3.4,261.12216,0.65422321
-30.26705,149.883141,3.4,261.12216,0.68129099
-30.267047,149.883117,3.4,261.12216,0.70069808
-30.267044,149.883093,3.4,261.09168,0.729298
-30.26704,149.883069,3.4,261.09168,0.77291288
-30.267037,149.883045,3.4,261.03072,0.77450433
-30.267033,149.883021,3.4,260.96976,0.8043728
-30.26703,149.882992,3.4,260.87832,0.68002111
-30.267028,149.882973,3.4,260.84784,1.07934493
-30.267024,149.882948,3.4,260.81736,0.79342669
-30.267021,149.882927,3.4,260.78688,0.96796254
-30.267018,149.882909,3.4,260.81736,1.07726371
-30.267015,149.882891,3.4,260.93928,1.06033142
-30.267012,149.882874,3.4,261.03072,1.0221172
-30.267009,149.882857,3.4,261.15264,0.91942248
-30.267006,149.882839,3.4,261.24408,0.80997539
-30.267003,149.88282,3.4,261.24408,0.66693428
-30.267,149.882801,3.4,261.15264,0.57669979
-30.266998,149.882781,3.4,260.96976,0.5044601
-30.266995,149.882761,3.4,260.81736,0.44141721
-30.266992,149.882742,3.4,260.72592,0.42939605
-30.266991,149.882724,3.4,260.72592,0.4266155
-30.266989,149.882706,3.4,260.69544,0.41469886
-30.266986,149.882687,3.4,260.69544,0.41469886
-30.266983,149.882669,3.4,260.66496,0.41112387
-30.266981,149.882649,3.4,260.63448,0.3801561
-30.266978,149.882628,3.4,260.63448,0.38160729
-30.266975,149.882606,3.4,260.604,0.36654418
-30.266971,149.882585,3.4,260.63448,0.37645078
-30.266968,149.882561,3.4,260.604,0.35661531
-30.266964,149.882539,3.4,260.604,0.37920131
-30.266961,149.882516,3.4,260.54304,0.3767042
-30.266958,149.882493,3.4,260.54304,0.36178901
-30.266954,149.88247,3.4,260.51256,0.36954955
-30.26695,149.882447,3.4,260.54304,0.37804494
-30.266947,149.882424,3.4,260.48208,0.37561772
-30.266943,149.8824,3.4,260.48208,0.36361623
-30.26694,149.882377,3.4,260.48208,0.37188023
-30.266936,149.882354,3.4,260.42112,0.36585405
-30.266933,149.882331,3.4,260.39064,0.37237427
-30.266929,149.882307,3.4,260.39064,0.35996179
-30.266926,149.882284,3.4,260.39064,0.37426449
-30.266922,149.882261,3.4,260.39064,0.37188023
-30.266919,149.882238,3.4,260.32968,0.36954955
-30.266915,149.882215,3.4,260.36016,0.37561772
-30.266911,149.882192,3.4,260.32968,0.37935521
-30.266907,149.882169,3.4,260.26872,0.36909788
-30.266904,149.882145,3.4,260.23824,0.37509279
-30.2669,149.882123,3.4,260.20776,0.38496144
-30.266896,149.8821,3.4,260.20776,0.38869893
-30.266892,149.882077,3.4,260.20776,0.39056768
-30.266888,149.882054,3.4,260.20776,0.40156285
-30.266884,149.882031,3.4,260.20776,0.38737005
-30.266881,149.882009,3.4,260.17728,0.41209122
-30.266876,149.881985,3.4,260.1468,0.38788644
-30.266872,149.881962,3.4,260.17728,0.4225971
-30.266868,149.881938,3.4,260.1468,0.41112387
-30.266864,149.881916,3.4,260.08584,0.43097123
-30.26686,149.881892,3.4,260.08584,0.42208718
-30.266856,149.881869,3.4,260.08584,0.44102379
-30.266852,149.881846,3.4,260.05536,0.45223626
-30.266848,149.881824,3.4,260.05536,0.46531747
-30.266844,149.8818,3.4,260.02488,0.4746612
-30.26684,149.881777,3.4,259.9944,0.48213618
-30.266836,149.881751,3.4,260.02488,0.42079738
-30.266833,149.881732,3.4,260.02488,0.60069766
-30.266829,149.881709,3.4,260.02488,0.4914799
-30.266825,149.881682,3.4,259.9944,0.4190301
-30.266822,149.881659,3.4,260.02488,0.4971291
-30.266819,149.881635,3.4,259.96392,0.48774241
-30.266816,149.881617,3.4,259.96392,0.58699353
-30.266813,149.881589,3.4,259.9944,0.40713238
-30.26681,149.88157,3.4,259.96392,0.56994159
-30.266807,149.881547,3.4,259.93344,0.46563243
-30.266803,149.88152,3.4,259.90296,0.40005515
-30.2668,149.881497,3.4,259.93344,0.48761204
-30.266797,149.881474,3.4,259.93344,0.47302342
-30.266794,149.881451,3.4,259.93344,0.48400492
-30.26679,149.881427,3.4,259.90296,0.48041441
-30.266786,149.881404,3.4,259.87248,0.48587367
-30.266783,149.881381,3.4,259.90296,0.48213618
